env_id_a_only,task_index,task,num_samples_a_only,action_l1_loss_a_only,model_name_a_only,env_id_abc,num_samples_abc,action_l1_loss_abc,model_name_abc,delta_a_minus_abc
D,259,lift_blue_block_drawer: pick up the blue block from the drawer,650,0.2345129413788135,ACT-A-only,D,650,0.2084702011140493,ACT-ABC,0.02604274026476422
D,260,rotate_red_block_left: grasp the red block and turn it left,845,0.2902751912379406,ACT-A-only,D,845,0.2560485582556245,ACT-ABC,0.034226632982316096
D,261,rotate_blue_block_right: grasp the blue block and rotate it right,696,0.2905268685613898,ACT-A-only,D,696,0.2468836321656046,ACT-ABC,0.04364323639578521
D,262,rotate_blue_block_right: grasp the blue block and turn it right,1040,0.2852490785316779,ACT-A-only,D,1040,0.2384250209523508,ACT-ABC,0.046824057579327116
D,263,rotate_blue_block_left: take the blue block and turn it left,910,0.290095675777603,ACT-A-only,D,910,0.2598168151227982,ACT-ABC,0.030278860654804785
D,264,lift_pink_block_slider: in the cabinet pick up the pink block,650,0.1971724145229046,ACT-A-only,D,650,0.1845113497284742,ACT-ABC,0.01266106479443041
D,265,push_pink_block_right: go push the pink block to the right,915,0.2096205458045005,ACT-A-only,D,915,0.1637609336077352,ACT-ABC,0.04585961219676532
D,266,push_blue_block_right: push right the blue block,1478,0.2367078823683952,ACT-A-only,D,1478,0.2222512108494347,ACT-ABC,0.014456671518960518
D,267,"rotate_blue_block_right: grasp the blue block, then rotate it right",731,0.283952624808421,ACT-A-only,D,731,0.2533766527121272,ACT-ABC,0.030575972096293758
D,268,push_pink_block_right: push the pink block to the right,965,0.2156235048093789,ACT-A-only,D,965,0.1635452595457357,ACT-ABC,0.052078245263643186
D,269,push_blue_block_left: push left the blue block,1219,0.2114180335813218,ACT-A-only,D,1219,0.2017755396878064,ACT-ABC,0.009642493893515403
D,270,rotate_red_block_right: rotate right the red block,1011,0.3167949280859101,ACT-A-only,D,1011,0.278467575207898,ACT-ABC,0.03832735287801209
D,271,"rotate_red_block_right: grasp the red block, then turn it right",1021,0.315279023508367,ACT-A-only,D,1021,0.2666733701157873,ACT-ABC,0.04860565339257972
D,272,push_blue_block_right: go slide the blue block to the right,971,0.1855013662935776,ACT-A-only,D,971,0.1599930776196822,ACT-ABC,0.025508288673895402
D,273,push_pink_block_right: sweep the pink block to the right,775,0.2200587590231049,ACT-A-only,D,775,0.1805062216255934,ACT-ABC,0.039552537397511495
D,274,rotate_pink_block_right: grasp the pink block and rotate it right,780,0.2767355145361179,ACT-A-only,D,780,0.252816922752521,ACT-ABC,0.0239185917835969
D,275,push_red_block_left: push left the red block,1062,0.1873841884453025,ACT-A-only,D,1062,0.1689757446805804,ACT-ABC,0.018408443764722088
D,276,push_red_block_left: slide the red block to the left,1382,0.1868562713850359,ACT-A-only,D,1382,0.1828398931698736,ACT-ABC,0.0040163782151623195
D,277,push_red_block_right: go slide the red block to the right,665,0.2422384626659235,ACT-A-only,D,665,0.2381207180314494,ACT-ABC,0.004117744634474091
D,278,lift_pink_block_slider: lift the pink block lying in the cabinet,715,0.2041213253994921,ACT-A-only,D,715,0.1885242470702925,ACT-ABC,0.015597078329199598
D,279,push_blue_block_left: go push the blue block to the left,905,0.1940073895479104,ACT-A-only,D,905,0.1977626168534406,ACT-ABC,-0.0037552273055301844
D,280,lift_pink_block_slider: grasp the pink block lying in the slider,520,0.246476603557284,ACT-A-only,D,520,0.2292831006674812,ACT-ABC,0.017193502889802814
D,281,rotate_pink_block_left: rotate the pink block 90 degrees to the left,910,0.2988372386811854,ACT-A-only,D,910,0.2852128470336998,ACT-ABC,0.013624391647485579
D,282,push_red_block_right: go push the red block to the right,648,0.2285565505678087,ACT-A-only,D,648,0.2156494048130871,ACT-ABC,0.0129071457547216
D,283,rotate_pink_block_left: rotate left the pink block,845,0.3163339194637783,ACT-A-only,D,845,0.3031079825741299,ACT-ABC,0.013225936889648404
D,284,rotate_blue_block_left: turn the blue block left,1270,0.2938937688671698,ACT-A-only,D,1270,0.2736544034260464,ACT-ABC,0.02023936544112337
D,285,push_pink_block_right: slide the pink block towards the right,1287,0.2111878472495398,ACT-A-only,D,1287,0.1753324697093738,ACT-ABC,0.03585537754016599
D,286,push_pink_block_left: slide the pink block to the left,1135,0.196626461625493,ACT-A-only,D,1135,0.1735375890056992,ACT-ABC,0.023088872619793782
D,287,rotate_red_block_right: rotate the red block towards the right,890,0.2990200086758378,ACT-A-only,D,890,0.2685975814133547,ACT-ABC,0.030422427262483065
D,288,rotate_red_block_right: grasp the red block and rotate it right,951,0.3038594146757597,ACT-A-only,D,951,0.2569501386988677,ACT-ABC,0.04690927597689204
D,289,push_blue_block_right: push the blue block towards the right,930,0.2228979655271095,ACT-A-only,D,930,0.1983498892776908,ACT-ABC,0.02454807624941871
D,290,"rotate_blue_block_left: grasp the blue block, then rotate it left",1036,0.3133063946048725,ACT-A-only,D,1036,0.2788941384253585,ACT-ABC,0.03441225617951399
D,291,rotate_red_block_left: take the red block and turn it left,762,0.2945567941258898,ACT-A-only,D,762,0.2595600945938603,ACT-ABC,0.034996699532029496
D,292,rotate_blue_block_right: turn the blue block right,715,0.2906973019138082,ACT-A-only,D,715,0.2637115494146214,ACT-ABC,0.026985752499186832
D,293,push_red_block_left: sweep the red block to the left,1201,0.1747945217054328,ACT-A-only,D,1201,0.1697537249666045,ACT-ABC,0.00504079673882829
D,294,rotate_red_block_left: turn the red block left,598,0.2818266034724321,ACT-A-only,D,598,0.2455697560240592,ACT-ABC,0.0362568474483729
D,295,push_pink_block_right: slide the pink block to the right,780,0.2448253855968897,ACT-A-only,D,780,0.2274685611470769,ACT-ABC,0.01735682444981282
D,296,push_red_block_right: sweep the red block to the right,977,0.1967209519317017,ACT-A-only,D,977,0.1890914049037677,ACT-ABC,0.007629547027934003
D,297,push_blue_block_left: push the blue block towards the left,534,0.2414645364835914,ACT-A-only,D,534,0.2371116675199306,ACT-ABC,0.0043528689636608
D,298,push_pink_block_right: slide right the pink block,1202,0.2135518133336563,ACT-A-only,D,1202,0.1833118217487427,ACT-ABC,0.03023999158491361
D,299,push_red_block_left: push the red block to the left,756,0.1987264608501126,ACT-A-only,D,756,0.1875506960983984,ACT-ABC,0.011175764751714223
D,300,rotate_red_block_left: rotate the red block 90 degrees to the left,623,0.2800375997517886,ACT-A-only,D,623,0.2592685871771021,ACT-ABC,0.020769012574686496
D,301,push_red_block_left: go push the red block to the left,727,0.2123102530596221,ACT-A-only,D,727,0.2043459475312018,ACT-ABC,0.007964305528420285
D,302,push_pink_block_left: push the pink block towards the left,1016,0.1653560765571599,ACT-A-only,D,1016,0.1483597879309031,ACT-ABC,0.016996288626256795
D,303,push_pink_block_left: go push the pink block to the left,879,0.1879437837169099,ACT-A-only,D,879,0.1536940928819813,ACT-ABC,0.0342496908349286
D,304,push_pink_block_right: push the pink block towards the right,597,0.2333662277851971,ACT-A-only,D,597,0.2136939897933597,ACT-ABC,0.0196722379918374
D,305,push_blue_block_left: go slide the blue block to the left,1673,0.2308560916547175,ACT-A-only,D,1673,0.2260009251931293,ACT-ABC,0.0048551664615881784
D,306,push_red_block_right: slide right the red block,1162,0.2236239887716284,ACT-A-only,D,1162,0.2153738308249108,ACT-ABC,0.008250157946717601
D,307,push_blue_block_right: slide the blue block to the right,677,0.2665883853668388,ACT-A-only,D,677,0.2625551575648996,ACT-ABC,0.00403322780193921
D,308,rotate_blue_block_right: rotate the blue block to the right,885,0.2751898143082689,ACT-A-only,D,885,0.2500350601508119,ACT-ABC,0.025154754157456993
D,309,push_blue_block_right: push the blue block to the right,1102,0.2290344206217385,ACT-A-only,D,1102,0.2123510739960439,ACT-ABC,0.016683346625694623
D,310,"rotate_red_block_right: grasp the red block, then rotate it right",621,0.323301695227239,ACT-A-only,D,621,0.2655354750233188,ACT-ABC,0.05776622020392019
D,311,push_blue_block_right: sweep the blue block to the right,1047,0.2396074526168498,ACT-A-only,D,1047,0.210744919901164,ACT-ABC,0.028862532715685785
D,312,push_red_block_right: push right the red block,1267,0.1871494568925536,ACT-A-only,D,1267,0.1578629955622913,ACT-ABC,0.029286461330262303
D,313,push_blue_block_left: sweep the blue block to the left,1068,0.2329862474530153,ACT-A-only,D,1068,0.2305040264899811,ACT-ABC,0.0024822209630341874
D,314,push_red_block_right: push the red block to the right,1105,0.2098059634951984,ACT-A-only,D,1105,0.1981600425513756,ACT-ABC,0.011645920943822802
D,315,push_red_block_right: slide the red block to the right,1217,0.2220408753625858,ACT-A-only,D,1217,0.2091637683455314,ACT-ABC,0.012877107017054384
D,316,move_slider_right: grasp the door handle and move the door to the right,650,0.20552001637335,ACT-A-only,D,650,0.184219575627492,ACT-ABC,0.02130044074585799
D,317,"place_in_drawer: move to the drawer, then place the object",372,0.2676820466595311,ACT-A-only,D,372,0.2806650699386673,ACT-ABC,-0.012983023279136197
D,318,push_into_drawer: slide the block into the drawer,663,0.2312783808651103,ACT-A-only,D,663,0.2070076425712932,ACT-ABC,0.024270738293817096
D,319,turn_off_lightbulb: move down the switch,650,0.2610591590060637,ACT-A-only,D,650,0.2728027595808873,ACT-ABC,-0.011743600574823598
D,320,stack_block: place the grasped block on top of another block,932,0.2531617647556532,ACT-A-only,D,932,0.2384021133823967,ACT-ABC,0.014759651373256522
D,321,lift_red_block_drawer: go towards the red block in the drawer and lift it,686,0.2381632826114535,ACT-A-only,D,686,0.2203821220894075,ACT-ABC,0.017781160522046008
D,322,stack_block: stack the object on top of another object,904,0.2508759014473288,ACT-A-only,D,904,0.2475547747834857,ACT-ABC,0.003321126663843099
D,323,place_in_drawer: store the block in the drawer,531,0.285549741792589,ACT-A-only,D,531,0.3069331942866302,ACT-ABC,-0.021383452494041166
D,324,"open_drawer: grasp the drawer handle, then open it",910,0.2405197741647998,ACT-A-only,D,910,0.1957896361966709,ACT-ABC,0.044730137968128914
D,325,turn_off_lightbulb: move the light switch to turn off the light bulb,910,0.2347307858968174,ACT-A-only,D,910,0.2411708944814873,ACT-ABC,-0.006440108584669896
D,326,lift_blue_block_drawer: go towards the blue block in the drawer and lift it,1086,0.2519405051777705,ACT-A-only,D,1086,0.2213389068965424,ACT-ABC,0.030601598281228104
D,327,"move_slider_right: grasp the door handle, then slide the door to the right",975,0.2407625939983588,ACT-A-only,D,975,0.2268065465719272,ACT-ABC,0.013956047426431611
D,328,"move_slider_left: grasp the door handle, then slide the door to the left",818,0.2687451583686259,ACT-A-only,D,818,0.2852504559699218,ACT-ABC,-0.016505297601295932
D,329,lift_pink_block_slider: pick up the pink block from the sliding cabinet,520,0.2102136478974269,ACT-A-only,D,520,0.2070965799431388,ACT-ABC,0.003117067954288094
D,330,lift_red_block_table: grasp the red block on the table and lift it up,865,0.2301718190140118,ACT-A-only,D,865,0.2112350076178595,ACT-ABC,0.018936811396152303
D,331,lift_pink_block_table: lift the pink block up,821,0.235299994862762,ACT-A-only,D,821,0.2254586737153736,ACT-ABC,0.009841321147388421
D,332,unstack_block: unstack the blocks,1283,0.2167764276161569,ACT-A-only,D,1283,0.2076815176880043,ACT-ABC,0.009094909928152595
D,333,lift_blue_block_slider: pick up the blue block from the shelf,455,0.2097857336585338,ACT-A-only,D,455,0.1885070095677952,ACT-ABC,0.02127872409073861
D,334,place_in_slider: put the object in the slider,72,0.2901531890448596,ACT-A-only,D,72,0.2956912618958288,ACT-ABC,-0.005538072850969189
D,335,turn_on_led: push the button to turn on the led,374,0.2668603078168344,ACT-A-only,D,374,0.2543313554762041,ACT-ABC,0.012528952340630284
D,336,move_slider_left: push the sliding door to the left,715,0.2582366861767702,ACT-A-only,D,715,0.2565099716186523,ACT-ABC,0.0017267145581179033
D,337,turn_off_led: push the button to turn off the led,602,0.2557471430677908,ACT-A-only,D,602,0.234753959555414,ACT-ABC,0.02099318351237678
D,338,lift_red_block_table: lift the red block up,697,0.2282481653404714,ACT-A-only,D,697,0.2015229993883301,ACT-ABC,0.026725165952141305
D,339,"rotate_blue_block_left: grasp the blue block, then turn it left",773,0.3027190019751273,ACT-A-only,D,773,0.2621512663433807,ACT-ABC,0.04056773563174659
D,340,move_slider_left: push the door to the left side,502,0.2851887678660719,ACT-A-only,D,502,0.2676802344946747,ACT-ABC,0.017508533371397184
D,341,lift_blue_block_slider: in the cabinet grasp the blue block,429,0.195431611077352,ACT-A-only,D,429,0.1735445530195058,ACT-ABC,0.021887058057846187
D,342,turn_off_led: turn off the led lamp,495,0.2224138235202943,ACT-A-only,D,495,0.2108995250454454,ACT-ABC,0.011514298474848889
D,343,turn_off_lightbulb: turn off the yellow light,771,0.2279557567258907,ACT-A-only,D,771,0.2262749695225139,ACT-ABC,0.0016807872033767768
D,344,place_in_slider: put the block in the sliding cabinet,290,0.2723552926861006,ACT-A-only,D,290,0.2776465646151839,ACT-ABC,-0.005291271929083297
D,345,turn_off_led: push the button to turn off the led light,705,0.2648593918334507,ACT-A-only,D,705,0.2394552853618953,ACT-ABC,0.025404106471555388
D,346,turn_off_led: push the button to turn off the green light,425,0.2467811358150314,ACT-A-only,D,425,0.2253200675810084,ACT-ABC,0.021461068234022995
D,347,push_pink_block_left: slide left the pink block,1084,0.1992677269036094,ACT-A-only,D,1084,0.1759176008691977,ACT-ABC,0.023350126034411695
D,348,rotate_blue_block_left: rotate left the blue block,630,0.2844830087607815,ACT-A-only,D,630,0.2633476789508547,ACT-ABC,0.021135329809926773
D,349,turn_off_led: turn off the led,555,0.2619686111673578,ACT-A-only,D,555,0.2385366810066206,ACT-ABC,0.02343193016073722
D,350,lift_red_block_drawer: lift the red block lying in the drawer,1027,0.2392959461892939,ACT-A-only,D,1027,0.2105538334258575,ACT-ABC,0.028742112763436384
D,351,place_in_slider: put the object in the cabinet,268,0.2799241454410019,ACT-A-only,D,268,0.2646115992162655,ACT-ABC,0.015312546224736434
D,352,place_in_slider: put the grasped object in the sliding cabinet,328,0.269389845430851,ACT-A-only,D,328,0.2658642395513086,ACT-ABC,0.0035256058795423706
D,353,rotate_red_block_left: grasp the red block and rotate it left,821,0.3024219872200823,ACT-A-only,D,821,0.265591032049833,ACT-ABC,0.03683095517024931
D,354,lift_pink_block_slider: grasp the pink block lying in the cabinet,622,0.1982705404568715,ACT-A-only,D,622,0.1829992876271343,ACT-ABC,0.015271252829737209
D,355,lift_blue_block_table: grasp the blue block on the table and lift it up,696,0.2513651389136225,ACT-A-only,D,696,0.2193628227359604,ACT-ABC,0.03200231617766211
D,356,lift_pink_block_slider: lift the pink block lying in the sliding cabinet,260,0.2013813063502311,ACT-A-only,D,260,0.1934426514861675,ACT-ABC,0.007938654864063616
D,357,lift_pink_block_slider: in the sliding cabinet grasp the pink block,520,0.2110678551861873,ACT-A-only,D,520,0.1970898738417487,ACT-ABC,0.01397798134443859
D,358,lift_pink_block_drawer: lift the pink block in the drawer,777,0.2446630107409091,ACT-A-only,D,777,0.2096294934263254,ACT-ABC,0.035033517314583706
D,359,lift_blue_block_slider: lift the blue block lying in the cabinet,504,0.1945482202258611,ACT-A-only,D,504,0.1713823850104023,ACT-ABC,0.023165835215458813
D,360,rotate_pink_block_right: grasp the pink block and turn it right,891,0.2909808340832574,ACT-A-only,D,891,0.2714404282144425,ACT-ABC,0.019540405868814947
D,361,lift_blue_block_slider: grasp the blue block lying on the shelf,585,0.187877289377726,ACT-A-only,D,585,0.1724453339209923,ACT-ABC,0.015431955456733704
D,362,"rotate_blue_block_right: grasp the blue block, then turn it right",986,0.2854037748509923,ACT-A-only,D,986,0.2550543024984866,ACT-ABC,0.03034947235250568
D,363,lift_blue_block_slider: in the sliding cabinet grasp the blue block,455,0.1768830119417264,ACT-A-only,D,455,0.1504801408193268,ACT-ABC,0.026402871122399585
D,364,push_red_block_left: push the red block towards the left,1155,0.2015773866454631,ACT-A-only,D,1155,0.1919184597733217,ACT-ABC,0.009658926872141399
D,365,rotate_blue_block_right: rotate the blue block 90 degrees to the right,833,0.2775473322401813,ACT-A-only,D,833,0.2557398470975056,ACT-ABC,0.02180748514267572
D,366,push_blue_block_right: slide the blue block towards the right,515,0.2092640823964933,ACT-A-only,D,515,0.1848305793280161,ACT-ABC,0.02443350306847719
D,367,push_pink_block_right: push right the pink block,704,0.1978629790749189,ACT-A-only,D,704,0.1396125763580626,ACT-ABC,0.0582504027168563
D,368,push_red_block_left: slide the red block towards the left,650,0.1671907358817183,ACT-A-only,D,650,0.1473556284663769,ACT-ABC,0.01983510741534139
D,369,push_red_block_right: push the red block towards the right,938,0.2161510940859598,ACT-A-only,D,938,0.2011178803802934,ACT-ABC,0.015033213705666404
D,370,push_blue_block_left: slide the blue block to the left,964,0.2142911852990505,ACT-A-only,D,964,0.2116635109537524,ACT-ABC,0.002627674345298092
D,371,stack_block: stack the blocks,887,0.2605299673630124,ACT-A-only,D,887,0.260981205905438,ACT-ABC,-0.0004512385424255694
D,372,lift_blue_block_slider: pick up the blue block in the sliding cabinet,390,0.2223312158997242,ACT-A-only,D,390,0.1923385754036597,ACT-ABC,0.02999264049606451
D,373,push_blue_block_left: slide left the blue block,954,0.2251811471437758,ACT-A-only,D,954,0.2106258211173195,ACT-ABC,0.014555326026456289
D,374,turn_on_led: turn on the green lamp,435,0.2750820081466916,ACT-A-only,D,435,0.2615921653036414,ACT-ABC,0.013489842843050215
D,375,lift_blue_block_slider: in the slider grasp the blue block,520,0.2164541072140519,ACT-A-only,D,520,0.1983052015304565,ACT-ABC,0.018148905683595395
D,376,"move_slider_left: slide the door to the left, then let it go",562,0.2851008901578039,ACT-A-only,D,562,0.2872330232712298,ACT-ABC,-0.002132133113425916
D,377,turn_on_led: turn on the green light,146,0.241677945199078,ACT-A-only,D,146,0.218276233118895,ACT-ABC,0.023401712080183018
D,378,lift_red_block_slider: in the sliding cabinet grasp the red block,520,0.2013114963586514,ACT-A-only,D,520,0.1874300317552227,ACT-ABC,0.013881464603428706
D,379,lift_pink_block_slider: lift the pink block lying in the slider,260,0.2424091287530385,ACT-A-only,D,260,0.2347280368208885,ACT-ABC,0.007681091932149997
D,380,lift_blue_block_slider: grasp the blue block lying in the slider,295,0.1994971921130762,ACT-A-only,D,295,0.187006959975776,ACT-ABC,0.012490232137300217
D,381,lift_blue_block_slider: in the slider pick up the blue block,325,0.191106171126549,ACT-A-only,D,325,0.1853714060324889,ACT-ABC,0.005734765094060124
D,382,place_in_slider: put the block in the slider,401,0.2821933661687404,ACT-A-only,D,401,0.2780814107665397,ACT-ABC,0.004111955402200718
D,383,place_in_drawer: move to the drawer and store the object,379,0.2703046809321657,ACT-A-only,D,379,0.2872691632575284,ACT-ABC,-0.016964482325362684
D,384,lift_pink_block_slider: in the cabinet grasp the pink block,431,0.1968399095251776,ACT-A-only,D,431,0.1809853671632897,ACT-ABC,0.015854542361887908
D,385,place_in_slider: put the object in the sliding cabinet,100,0.3128616397082805,ACT-A-only,D,100,0.277651259303093,ACT-ABC,0.035210380405187536
D,386,place_in_slider: put the grasped object in the slider,197,0.2807823959643465,ACT-A-only,D,197,0.2579054933060244,ACT-ABC,0.022876902658322096
D,387,move_slider_right: push the door to the right,195,0.2753180625729072,ACT-A-only,D,195,0.2480567176754658,ACT-ABC,0.027261344897441392
D,388,lift_blue_block_drawer: pick up the blue block in the drawer,455,0.2178146990445943,ACT-A-only,D,455,0.1873767762229992,ACT-ABC,0.030437922821595104
